"","SampleCode","ChemCode","OriginalChemName","Prefix","Result","Result_Unit","Total_or_Filtered","Result_Type","Method_Type","Method_Name","Extraction_Date","Analysed_Date","Lab_Analysis_ID","Lab_Preperation_Batch_ID","Lab_Analysis_Batch_ID","EQL","RDL","MDL","ODL","Detection_Limit_Units","Lab_Comments","Lab_Qualifier","UCL","LCL","Dilution_Factor","Spike_Concentration","Spike_Measurement","Spike_Units"
"20","24-08648_IW-2024-228_Dup","7440-50-8","Copper","",1.38,"ug/L","T","REG","Total","EPA 200.8","5/22/2024 0:00","5/24/2024 0:00","24-08648","24-08648","IW-2024-228",0.3,2,0.3,NA,"ug/L","Digested","J",NA,NA,1,NA,NA,""
"21","24-08648_IW-2024-233_BLK","7440-50-8","Copper","<",0.3,"ug/L","T","SC","Total","EPA 200.8","5/22/2024 0:00","5/24/2024 0:00","24-08648","24-08648","IW-2024-233",0.3,2,0.3,NA,"ug/L","Digested","",NA,NA,1,NA,NA,""
"22","24-08648_IW-2024-233_LFB","7440-50-8","Copper","",103,"%","T","SC","Total","EPA 200.8","5/22/2024 0:00","5/24/2024 0:00","24-08648","24-08648","IW-2024-233",0.3,2,0.3,NA,"ug/L","Digested","",115,85,1,50,51.5,"ug/L"
"23","24-08648_IW-2024-233_MS","7440-50-8","Copper","",115,"%","T","SC","Total","EPA 200.8","5/22/2024 0:00","5/24/2024 0:00","24-08648","24-08648","IW-2024-233",0.3,2,0.3,NA,"ug/L","Digested","",130,70,1,50,57.5,"ug/L"
"24","24-08648_IW-2024-233_Dup","7440-50-8","Copper","",1.86,"ug/L","T","REG","Total","EPA 200.8","5/22/2024 0:00","5/24/2024 0:00","24-08648","24-08648","IW-2024-233",0.3,2,0.3,NA,"ug/L","Digested","J",NA,NA,1,NA,NA,""
"25","24-08648_WC1-2024-243_BLK","TSS","TSS","<",1,"mg/L","T","SC","Total","SM 2540D","5/23/2024","5/23/2024","24-08648","24-08648","WC1-2024-243",1,1,1,NA,"mg/L","","",NA,NA,1,NA,NA,""
"26","24-08648_WC1-2024-243_LFB","TSS","TSS","",97.4,"%","T","SC","Total","SM 2540D","5/23/2024","5/23/2024","24-08648","24-08648","WC1-2024-243",1,10,1,NA,"mg/L","","",106.7,90.1,1,1000,974,"mg/L"
"27","24-08648_WC1-2024-243_Dup","TSS","TSS","",82.5,"mg/L","T","REG","Total","SM 2540D","5/23/2024","5/23/2024","24-08648","24-08648","WC1-2024-243",1,20,1,NA,"mg/L","","",NA,NA,1,NA,NA,""
"28","24-08648_WC3_2024_147_BLK","OrthoPhosphorus","OrthoPhosphorus","<",0.013,"mg/L","T","SC","Total","EPA 300.0","5/18/2024","5/18/2024","24-08648","24-08648","WC3_2024_147",0.013,0.05,0.013,NA,"mg/L","","",NA,NA,1,NA,NA,""
"29","24-08648_WC3_2024_147_LFB","OrthoPhosphorus","OrthoPhosphorus","",94.5,"%","T","SC","Total","EPA 300.0","5/18/2024","5/18/2024","24-08648","24-08648","WC3_2024_147",0.013,0.05,0.013,NA,"mg/L","","",110,90,1,5,4.72,"mg/L"
"30","24-08648_WC3_2024_147_MS","OrthoPhosphorus","OrthoPhosphorus","",93,"%","T","SC","Total","EPA 300.0","5/18/2024","5/18/2024","24-08648","24-08648","WC3_2024_147",0.013,0.05,0.013,NA,"mg/L","","",120,80,1,5,4.66,"mg/L"
"31","24-08648_WC3_2024_147_Dup","OrthoPhosphorus","OrthoPhosphorus","<",0.013,"mg/L","T","REG","Total","EPA 300.0","5/18/2024","5/18/2024","24-08648","24-08648","WC3_2024_147",0.013,0.05,0.013,NA,"mg/L","","",NA,NA,1,NA,NA,""
"32","24-08648_OC3-2024-11_BLK","DRO","Diesel","<",0.25,"mg/L","T","SC","Total","NWTPH-Dx","5/20/2024","5/21/2024","24-08648","24-08648","OC3-2024-11",0.1,0.25,0.1,NA,"mg/L","","",NA,NA,1,NA,NA,""
"33","24-08648_OC3-2024-11_LFB","DRO","Diesel","",91,"%","T","SC","Total","NWTPH-Dx","5/20/2024","5/21/2024","24-08648","24-08648","OC3-2024-11",0.1,0.25,0.1,NA,"mg/L","","",130,70,1,1,0.91,"mg/L"
"34","24-08648_OC3-2024-11_DUP","DRO","Diesel","<",0.25,"mg/L","T","REG","Total","NWTPH-Dx","5/20/2024","5/21/2024","24-08648","24-08648","OC3-2024-11",0.1,0.25,0.1,NA,"mg/L","","",NA,NA,1,NA,NA,""
"35","24-08648_MBMF-240518_BLK","E. Coli","E. Coli","<",2,"CFU/100mL","T","SC","Total","SM_9222-DG","5/18/2024","5/20/2024","24-08648","24-08648","MBMF-240518",1,2,1,NA,"/100mL","","",NA,NA,1,NA,NA,""
"36","24E0465_24E0465-01","7440-66-6","Zinc","",11.7,"ug/L","T","REG","Total","EPA 200.8 UCT-KED","6/1/2024 10:32","6/5/2024 9:58","XDTm1240605043","BMF0011","SMF0053",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0011","",NA,NA,1,NA,NA,""
"37","24E0465_24E0465-01","7723-14-0","Phosphorus","",0.015,"mg/L","T","REG","Total","SM 4500-P E-11","5/24/2024 12:08","5/31/2024 14:12","PO4T053124B011","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","",NA,NA,1,NA,NA,""
"38","24E0465_24E0465-02","7440-66-6","Zinc","",10.6,"ug/L","F","REG","Dissolved","EPA 200.8 UCT-KED","6/1/2024 11:15","6/5/2024 9:55","XDTm1240605041","BMF0013","SMF0053",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0013","",NA,NA,1,NA,NA,""
"39","24E0465_24E0465-03","7440-66-6","Zinc","",3.36,"ug/L","T","REG","Total","EPA 200.8 UCT-KED","6/1/2024 10:32","6/5/2024 9:59","XDTm1240605044","BMF0011","SMF0053",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0011","J",NA,NA,1,NA,NA,""
"40","24E0465_24E0465-03","7723-14-0","Phosphorus","",0.019,"mg/L","T","REG","Total","SM 4500-P E-11","5/24/2024 12:08","5/31/2024 14:13","PO4T053124B012","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","",NA,NA,1,NA,NA,""
"41","24E0465_24E0465-04","7440-66-6","Zinc","<",2.92,"ug/L","F","REG","Dissolved","EPA 200.8 UCT-KED","6/1/2024 11:15","6/5/2024 9:56","XDTm1240605042","BMF0013","SMF0053",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0013","U",NA,NA,1,NA,NA,""
"42","24E0465_BME0596-BLK1","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 13:59","PO4T053124B001","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","U",NA,NA,1,NA,NA,""
"43","24E0465_BME0596-BLK2","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 14:16","PO4T053124B013","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","U",NA,NA,1,NA,NA,""
"44","24E0465_BME0596-BLK3","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 14:52","PO4T053124B025","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","U",NA,NA,1,NA,NA,""
"45","24E0465_BME0596-BLK4","7723-14-0","Phosphorus","<",0.008,"mg/L","T","REG","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 15:09","PO4T053124B029","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","U",NA,NA,1,NA,NA,""
"46","24E0465_BME0596-BS1","7723-14-0","Phosphorus","",105,"%","T","SC","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 14:01","PO4T053124B002","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","",110,90,1,0.15,0.157,"mg/L"
"47","24E0465_BME0596-BS2","7723-14-0","Phosphorus","",104,"%","T","SC","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 14:17","PO4T053124B014","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","",110,90,1,0.15,0.156,"mg/L"
"48","24E0465_BME0596-BS3","7723-14-0","Phosphorus","",109,"%","T","SC","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 14:53","PO4T053124B026","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","",110,90,1,0.15,0.163,"mg/L"
"49","24E0465_BME0596-BS4","7723-14-0","Phosphorus","",107,"%","T","SC","Total","SM 4500-P E-11","5/23/2024 12:08","5/31/2024 15:10","PO4T053124B030","BME0596","SMF0017",0.008,0.008,0.008,NA,"mg/L","Lab Batch BME0596","",110,90,1,0.15,0.16,"mg/L"
"50","24E0465_BMF0011-BLK1","7440-66-6","Zinc","<",2.92,"ug/L","T","REG","Total","EPA 200.8 UCT-KED","6/1/2024 10:32","6/4/2024 15:09","XDTm1240604046","BMF0011","SMF0030",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0011","U",NA,NA,1,NA,NA,""
"51","24E0465_BMF0011-BS1","7440-66-6","Zinc","",104,"%","T","SC","Total","EPA 200.8 UCT-KED","6/1/2024 10:32","6/4/2024 15:14","XDTm1240604047","BMF0011","SMF0030",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0011","",120,80,1,80,83.5,"ug/L"
"52","24E0465_BMF0013-BLK1","7440-66-6","Zinc","<",2.92,"ug/L","F","REG","Dissolved","EPA 200.8 UCT-KED","6/1/2024 11:15","6/5/2024 9:33","XDTm1240605028","BMF0013","SMF0053",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0013","U",NA,NA,1,NA,NA,""
"53","24E0465_BMF0013-BS1","7440-66-6","Zinc","",115,"%","F","SC","Dissolved","EPA 200.8 UCT-KED","6/1/2024 11:15","6/5/2024 9:35","XDTm1240605029","BMF0013","SMF0053",2.92,6,2.92,NA,"ug/L","Lab Batch BMF0013","",120,80,1,80,91.6,"ug/L"
