"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"15","24-09453_IW-2024-249_Dup","6/5/2024 0:00","IW-2024-249_Dup",NA,NA,NA,"Water","LAB_D","24-09950_34237",NA,NA,"Exact Scientific","IW-2024-249_Dup",NA,"24-09453"
"16","24-09453_WC1-2024-258_BLK","6/4/2024","WC1-2024-258_BLK",NA,NA,NA,"Water","MB","",NA,NA,"Exact Scientific","WC1-2024-258_BLK",NA,"24-09453"
"17","24-09453_WC1-2024-258_LFB","6/4/2024","WC1-2024-258_LFB",NA,NA,NA,"Water","LCS","",NA,NA,"Exact Scientific","WC1-2024-258_LFB",NA,"24-09453"
"18","24-09453_WC1-2024-258_Dup","6/4/2024","WC1-2024-258_Dup",NA,NA,NA,"Water","LAB_D","24-09355_32347",NA,NA,"Exact Scientific","WC1-2024-258_Dup",NA,"24-09453"
"19","24-09453_WC1-2024-259_BLK","6/4/2024","WC1-2024-259_BLK",NA,NA,NA,"Water","MB","",NA,NA,"Exact Scientific","WC1-2024-259_BLK",NA,"24-09453"
"20","24-09453_WC1-2024-259_LFB","6/4/2024","WC1-2024-259_LFB",NA,NA,NA,"Water","LCS","",NA,NA,"Exact Scientific","WC1-2024-259_LFB",NA,"24-09453"
"21","24-09453_WC1-2024-259_Dup","6/4/2024","WC1-2024-259_Dup",NA,NA,NA,"Water","LAB_D","24-09406_32478",NA,NA,"Exact Scientific","WC1-2024-259_Dup",NA,"24-09453"
"22","24F0069_24F0069-02","6/3/2024 11:33","AS-IN",NA,NA,NA,"Water","Normal","                    ",NA,"24F0069","ARL","24F0069-02","FIELD FILTERED","24-09453"
"23","24F0069_24F0069-01","6/3/2024 11:33","AS-IN",NA,NA,NA,"Water","Normal","                    ",NA,"24F0069","ARL","24F0069-01","OPHOS is field filtered ","24-09453"
"24","24F0069_24F0069-03","6/3/2024 11:40","AS-OUT",NA,NA,NA,"Water","Normal","                    ",NA,"24F0069","ARL","24F0069-03","OPHOS is field filtered ","24-09453"
"25","24F0069_24F0069-04","6/3/2024 11:40","AS-OUT",NA,NA,NA,"Water","Normal","                    ",NA,"24F0069","ARL","24F0069-04","FIELD FILTERED","24-09453"
"26","24F0069_24F0069-05","6/3/2024 11:33","AS-IN-QA",NA,NA,NA,"Water","Field_D","AS-IN",NA,"24F0069","ARL","24F0069-05","OPHOS is field filtered ","24-09453"
"27","24F0069_24F0069-06","6/3/2024 11:33","AS-IN-QA",NA,NA,NA,"Water","Field_D","AS-IN",NA,"24F0069","ARL","24F0069-06","Client confirmed bottle is HNO3 preserved, FIELD FILTERED","24-09453"
"28","24F0069_BMF0124-MS1","6/3/2024 11:33","AS-INMS",NA,NA,NA,"Water","MS","24F0069_24F0069-01",NA,"24F0069","ARL","BMF0124-MS1","OPHOS is field filtered ","24-09453"
"29","24F0069_BMF0124-BLK1","6/5/2024 11:58","BMF0124-BLK1",NA,NA,NA,"Water","MB","",NA,"24F0069","ARL","BMF0124-BLK1","","24-09453"
"30","24F0069_BMF0214-BLK1","6/10/2024 11:36","BMF0214-BLK1",NA,NA,NA,"Water","MB","",NA,"24F0069","ARL","BMF0214-BLK1","","24-09453"
"31","24F0069_BMF0214-BLK2","6/10/2024 11:36","BMF0214-BLK2",NA,NA,NA,"Water","MB","",NA,"24F0069","ARL","BMF0214-BLK2","","24-09453"
"32","24F0069_BMF0214-BLK3","6/10/2024 11:36","BMF0214-BLK3",NA,NA,NA,"Water","MB","",NA,"24F0069","ARL","BMF0214-BLK3","","24-09453"
"33","24F0069_BMF0409-BLK1","6/15/2024 13:37","BMF0409-BLK1",NA,NA,NA,"Water","MB","",NA,"24F0069","ARL","BMF0409-BLK1","","24-09453"
"34","24F0069_BMF0418-BLK1","6/15/2024 14:23","BMF0418-BLK1",NA,NA,NA,"Water","MB","",NA,"24F0069","ARL","BMF0418-BLK1","","24-09453"
"35","24F0069_BMF0124-BS1","6/5/2024 11:58","BMF0124-BS1",NA,NA,NA,"Water","LCS","",NA,"24F0069","ARL","BMF0124-BS1","","24-09453"
"36","24F0069_BMF0214-BS1","6/10/2024 11:36","BMF0214-BS1",NA,NA,NA,"Water","LCS","",NA,"24F0069","ARL","BMF0214-BS1","","24-09453"
"37","24F0069_BMF0214-BS2","6/10/2024 11:36","BMF0214-BS2",NA,NA,NA,"Water","LCS","",NA,"24F0069","ARL","BMF0214-BS2","","24-09453"
"38","24F0069_BMF0214-BS3","6/10/2024 11:36","BMF0214-BS3",NA,NA,NA,"Water","LCS","",NA,"24F0069","ARL","BMF0214-BS3","","24-09453"
"39","24F0069_BMF0409-BS1","6/15/2024 13:37","BMF0409-BS1",NA,NA,NA,"Water","LCS","",NA,"24F0069","ARL","BMF0409-BS1","","24-09453"
"40","24F0069_BMF0418-BS1","6/15/2024 14:23","BMF0418-BS1",NA,NA,NA,"Water","LCS","",NA,"24F0069","ARL","BMF0418-BS1","","24-09453"
"41","24F0069_BMF0124-DUP1","6/3/2024 11:33","AS-INLDUP",NA,NA,NA,"Water","LAB_D","24F0069_24F0069-01",NA,"24F0069","ARL","BMF0124-DUP1","OPHOS is field filtered ","24-09453"
