SampleCode,ChemCode,OriginalChemName,Prefix,Result,Result_Unit,Total_or_Filtered,Result_Type,Method_Type,Method_Name,Extraction_Date,Analysed_Date,Lab_Analysis_ID,Lab_Preperation_Batch_ID,Lab_Analysis_Batch_ID,EQL,RDL,MDL,ODL,Detection_Limit_Units,Lab_Comments,Lab_Qualifier,UCL,LCL,Dilution_Factor,Spike_Concentration,Spike_Measurement,Spike_Units
24-08648_WC1-2024-243_BLK,TSS,TSS,<,1,mg/L,T,SC,Total,SM 2540D,5/23/2024,5/23/2024,24-08648,24-08648,WC1-2024-243,1,1,1,,mg/L,,,,,1,,,
24-08648_WC1-2024-243_LFB,TSS,TSS,,97.4,%,T,SC,Total,SM 2540D,5/23/2024,5/23/2024,24-08648,24-08648,WC1-2024-243,1,10,1,,mg/L,,,106.7,90.1,1,1000,974,mg/L
24-08648_WC1-2024-243_Dup,TSS,TSS,,82.5,mg/L,T,REG,Total,SM 2540D,5/23/2024,5/23/2024,24-08648,24-08648,WC1-2024-243,1,20,1,,mg/L,,,,,1,,,
24-08648_WC3_2024_147_BLK,OrthoPhosphorus,OrthoPhosphorus,<,0.013,mg/L,T,SC,Total,EPA 300.0,5/18/2024,5/18/2024,24-08648,24-08648,WC3_2024_147,0.013,0.05,0.013,,mg/L,,,,,1,,,
24-08648_WC3_2024_147_LFB,OrthoPhosphorus,OrthoPhosphorus,,94.5,%,T,SC,Total,EPA 300.0,5/18/2024,5/18/2024,24-08648,24-08648,WC3_2024_147,0.013,0.05,0.013,,mg/L,,,110,90,1,5,4.72,mg/L
24-08648_WC3_2024_147_MS,OrthoPhosphorus,OrthoPhosphorus,,93,%,T,SC,Total,EPA 300.0,5/18/2024,5/18/2024,24-08648,24-08648,WC3_2024_147,0.013,0.05,0.013,,mg/L,,,120,80,1,5,4.66,mg/L
24-08648_WC3_2024_147_Dup,OrthoPhosphorus,OrthoPhosphorus,<,0.013,mg/L,T,REG,Total,EPA 300.0,5/18/2024,5/18/2024,24-08648,24-08648,WC3_2024_147,0.013,0.05,0.013,,mg/L,,,,,1,,,
24-08648_OC3-2024-11_BLK,DRO,Diesel,<,0.25,mg/L,T,SC,Total,NWTPH-Dx,5/20/2024,5/21/2024,24-08648,24-08648,OC3-2024-11,0.1,0.25,0.1,,mg/L,,,,,1,,,
24-08648_OC3-2024-11_LFB,DRO,Diesel,,91,%,T,SC,Total,NWTPH-Dx,5/20/2024,5/21/2024,24-08648,24-08648,OC3-2024-11,0.1,0.25,0.1,,mg/L,,,130,70,1,1,0.91,mg/L
24-08648_OC3-2024-11_DUP,DRO,Diesel,<,0.25,mg/L,T,REG,Total,NWTPH-Dx,5/20/2024,5/21/2024,24-08648,24-08648,OC3-2024-11,0.1,0.25,0.1,,mg/L,,,,,1,,,
24-08648_MBMF-240518_BLK,E. Coli,E. Coli,<,2,/100mL,T,SC,Total,SM_9222-DG,5/18/2024,5/20/2024,24-08648,24-08648,MBMF-240518,1,2,1,,/100mL,,,,,1,,,
